timeseries_id,timestamp_created,source,category,contributor,name,description,sampling_unit,sampling_rate
00a95a85-3871-11e8-8680-0242ac120002,"2018-04-05 01:31:02","Ben music snippets",Music,,MUS_One_for_Daddy-O_3.1s_F6_b8,,,
