timeseries_id,timestamp_created,source,category,contributor,name,description,sampling_unit,sampling_rate
437d0c58-3872-11e8-8680-0242ac120002,"2018-04-05 01:40:04","Sprott Duffing-van der Pol Oscillator Ben","Duffing-van der Pol Oscillator",,FL_duffvdp_L1000_N10000_IC_0.25_-0.25_x,,,
