timeseries_id,timestamp_created,source,category,contributor,name,description,sampling_unit,sampling_rate
ebe8e011-3881-11e8-8680-0242ac120002,"2018-04-05 03:32:09","US Oil Retail Gasoline and Diesel Prices","Gas prices",,OIL_DDR001w,,,
