timeseries_id,timestamp_created,source,category,contributor,name,description,sampling_unit,sampling_rate
00f11afc-3872-11e8-8680-0242ac120002,"2018-04-05 01:38:12","Sprott Duffing two-well oscillator Ben","Duffing two-well oscillator",,FL_dufftwowell_L300_N10000_IC_0.2_0_y,,,
