timeseries_id,timestamp_created,source,category,contributor,name,description,sampling_unit,sampling_rate
04816b23-3873-11e8-8680-0242ac120002,"2018-04-05 01:45:28","Ben Fulcher Simulated","Random walk",,SY_rwalk_L10000_5,,,
