timeseries_id,timestamp_created,source,category,contributor,name,description,sampling_unit,sampling_rate
8729a477-3873-11e8-8680-0242ac120002,"2018-04-05 01:49:07","Sprott Driven van der Pol oscillator Ben","Driven van der Pol oscillator",,FL_dvdp_L1000_N10000_IC_-1.7_0.2_x,,,
