timeseries_id,timestamp_created,source,category,contributor,name,description,sampling_unit,sampling_rate
00b87c59-3882-11e8-8680-0242ac120002,"2018-04-05 03:32:44","World Crude Oil Prices","Crude oil prices",,OIL_7_WEPCKIRKw,,,
