timeseries_id,timestamp_created,source,category,contributor,name,description,sampling_unit,sampling_rate
00631efc-3872-11e8-8680-0242ac120002,"2018-04-05 01:38:11","Ben MA simulations","Moving average process",,SY_MA_L5000_p4_10,,,
