timeseries_id,timestamp_created,source,category,contributor,name,description,sampling_unit,sampling_rate
07321fa0-3877-11e8-8680-0242ac120002,"2018-04-05 02:14:10","Ben music podcast snippets","Human speech",,01_2007-06-16_Teaching_your_brain_to_be_happy_2.1s_F4_b8,,,
