timeseries_id,timestamp_created,source,category,contributor,name,description,sampling_unit,sampling_rate
00848a17-3872-11e8-8680-0242ac120002,"2018-04-05 01:38:12","Timmer nonstationary autoregressive processes","Nonstationary autoregressive",,SY_AR2_Timmer2_N10000_T20_tau50_eta1000_Mamp0.6_Tmod100_2,,,
