timeseries_id,timestamp_created,source,category,contributor,name,description,sampling_unit,sampling_rate
00521483-3874-11e8-8680-0242ac120002,"2018-04-05 01:52:30","Sprott Diffusionless Lorenz Attractor Ben","Diffusionless Lorenz Attractor",,FL_diffnlorenz_L1000_N10000_IC_1.1_-1.1_0.01_y,,,
